request_key,request_id,property_key,request_type_key,category,subcategory,owning_team,request_date,resolved_date,created_hour_ist,day_part_ist,priority,status,channel,sla_minutes,resolution_minutes,first_response_minutes,is_sla_breached,reopened_count,csat_score
185,SR0000189,1,4,Maintenance,AC not cooling,maintenance,2025-06-28,2025-06-28,19,evening,P1,closed,phone,120,48,6.0,False,0,
186,SR0000190,1,4,Maintenance,AC not cooling,maintenance,2025-07-03,2025-07-03,14,afternoon,P1,closed,whatsapp,120,224,67.0,True,0,4.0
187,SR0000191,1,1,Housekeeping,Room not cleaned,housekeeping,2025-07-07,2025-07-07,13,afternoon,P2,closed,front_desk,60,11,3.0,False,0,
188,SR0000192,1,10,Billing,Incorrect folio,front_office,2025-07-12,2025-07-12,5,overnight,P2,closed,phone,240,52,10.0,False,0,5.0
189,SR0000193,1,6,Maintenance,Wi-Fi down,maintenance,2025-07-19,2025-07-19,12,afternoon,P1,closed,whatsapp,60,41,7.0,False,0,
190,SR0000194,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-07-25,2025-07-25,13,afternoon,P3,closed,front_desk,45,23,3.0,False,0,4.0
191,SR0000195,1,10,Billing,Incorrect folio,front_office,2025-07-30,2025-07-30,9,morning,P2,closed,phone,240,243,43.0,True,0,
192,SR0000196,1,3,Housekeeping,Late checkout clean,housekeeping,2025-08-05,2025-08-05,10,morning,P2,closed,whatsapp,90,18,3.0,False,0,
193,SR0000197,1,6,Maintenance,Wi-Fi down,maintenance,2025-08-06,2025-08-06,14,afternoon,P1,closed,whatsapp,60,59,10.0,False,0,5.0
194,SR0000198,1,5,Maintenance,Hot water,maintenance,2025-08-16,2025-08-16,20,evening,P1,closed,whatsapp,90,36,10.0,False,0,5.0
195,SR0000199,1,4,Maintenance,AC not cooling,maintenance,2025-08-24,2025-08-24,15,afternoon,P1,closed,phone,120,51,7.0,False,0,
196,SR0000200,1,3,Housekeeping,Late checkout clean,housekeeping,2025-09-12,2025-09-12,20,evening,P2,closed,app,90,36,13.0,False,0,
197,SR0000201,1,5,Maintenance,Hot water,maintenance,2025-09-19,2025-09-19,16,afternoon,P1,closed,whatsapp,90,75,6.0,False,0,
198,SR0000202,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-09-24,2025-09-24,17,afternoon,P3,closed,whatsapp,45,15,3.0,False,0,
199,SR0000203,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-10-16,2025-10-16,4,overnight,P3,closed,phone,45,8,2.0,False,1,
200,SR0000204,1,8,Front Desk,Late check-in,front_office,2025-11-06,2025-11-06,21,evening,P2,closed,whatsapp,30,50,9.0,True,0,4.0
201,SR0000205,1,4,Maintenance,AC not cooling,maintenance,2025-11-11,2025-11-11,16,afternoon,P1,closed,whatsapp,120,34,8.0,False,0,
202,SR0000206,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-11-15,2025-11-15,13,afternoon,P3,closed,app,45,5,1.0,False,0,
203,SR0000207,1,7,Maintenance,Plumbing,maintenance,2025-12-10,2025-12-10,23,evening,P2,closed,front_desk,180,15,5.0,False,1,
204,SR0000208,1,9,Front Desk,Key/access issue,front_office,2026-01-08,2026-01-08,11,morning,P1,closed,phone,30,4,1.0,False,0,
205,SR0000209,1,4,Maintenance,AC not cooling,maintenance,2026-01-21,2026-01-21,13,afternoon,P1,closed,front_desk,120,13,3.0,False,0,5.0
206,SR0000210,1,1,Housekeeping,Room not cleaned,housekeeping,2026-01-27,2026-01-27,13,afternoon,P2,closed,front_desk,60,11,2.0,False,0,5.0
207,SR0000211,1,7,Maintenance,Plumbing,maintenance,2026-02-08,2026-02-08,16,afternoon,P2,closed,app,180,56,17.0,False,0,5.0
208,SR0000212,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-03-17,2026-03-17,5,overnight,P3,closed,whatsapp,45,5,1.0,False,0,4.0
209,SR0000213,1,10,Billing,Incorrect folio,front_office,2026-03-25,2026-03-25,17,afternoon,P2,closed,app,240,325,120.0,True,0,
210,SR0000214,1,1,Housekeeping,Room not cleaned,housekeeping,2026-03-26,2026-03-26,11,morning,P2,closed,whatsapp,60,51,13.0,False,0,5.0
211,SR0000215,1,5,Maintenance,Hot water,maintenance,2026-04-02,2026-04-02,17,afternoon,P1,closed,front_desk,90,11,1.0,False,0,5.0
212,SR0000216,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-04-24,2026-04-24,19,evening,P3,closed,whatsapp,45,17,1.0,False,0,5.0
213,SR0000217,1,6,Maintenance,Wi-Fi down,maintenance,2026-04-25,2026-04-25,10,morning,P1,closed,front_desk,60,68,25.0,True,0,
214,SR0000218,1,8,Front Desk,Late check-in,front_office,2026-05-03,2026-05-03,4,overnight,P2,closed,front_desk,30,19,2.0,False,0,
215,SR0000219,1,10,Billing,Incorrect folio,front_office,2026-05-05,2026-05-05,13,afternoon,P2,closed,app,240,193,74.0,False,0,
216,SR0000220,1,7,Maintenance,Plumbing,maintenance,2026-05-10,2026-05-10,18,evening,P2,closed,front_desk,180,126,48.0,False,0,3.0
217,SR0000221,1,5,Maintenance,Hot water,maintenance,2026-05-26,2026-05-27,23,evening,P1,closed,phone,90,62,8.0,False,0,
218,SR0000222,1,9,Front Desk,Key/access issue,front_office,2026-06-02,2026-06-02,9,morning,P1,closed,whatsapp,30,24,6.0,False,0,
219,SR0000223,1,4,Maintenance,AC not cooling,maintenance,2026-06-09,2026-06-09,18,evening,P1,closed,whatsapp,120,21,7.0,False,0,
220,SR0000224,1,8,Front Desk,Late check-in,front_office,2026-06-15,2026-06-15,15,afternoon,P2,closed,whatsapp,30,4,1.0,False,0,
221,SR0000225,1,4,Maintenance,AC not cooling,maintenance,2026-06-19,2026-06-19,19,evening,P1,closed,whatsapp,120,38,11.0,False,0,5.0
222,SR0000226,1,9,Front Desk,Key/access issue,front_office,2026-06-21,2026-06-21,15,afternoon,P1,closed,whatsapp,30,17,6.0,False,0,3.0
223,SR0000227,1,4,Maintenance,AC not cooling,maintenance,2026-07-08,2026-07-09,21,evening,P1,closed,whatsapp,120,134,38.0,True,0,3.0
224,SR0000228,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-07-23,2026-07-23,22,evening,P3,closed,app,45,26,4.0,False,0,
225,SR0000229,1,1,Housekeeping,Room not cleaned,housekeeping,2025-02-09,2025-02-09,8,morning,P2,closed,app,60,36,9.0,False,0,
226,SR0000230,1,9,Front Desk,Key/access issue,front_office,2025-02-12,2025-02-12,6,morning,P1,closed,whatsapp,30,22,2.0,False,0,3.0
227,SR0000231,1,9,Front Desk,Key/access issue,front_office,2025-03-14,2025-03-14,13,afternoon,P1,closed,whatsapp,30,6,1.0,False,0,
228,SR0000232,1,3,Housekeeping,Late checkout clean,housekeeping,2025-03-18,2025-03-18,21,evening,P2,closed,whatsapp,90,69,15.0,False,0,5.0
229,SR0000233,1,4,Maintenance,AC not cooling,maintenance,2025-03-27,2025-03-27,23,evening,P1,closed,phone,120,21,2.0,False,0,
230,SR0000234,1,6,Maintenance,Wi-Fi down,maintenance,2025-03-31,2025-03-31,19,evening,P1,closed,whatsapp,60,36,4.0,False,0,5.0
231,SR0000235,1,8,Front Desk,Late check-in,front_office,2025-04-09,2025-04-09,22,evening,P2,closed,whatsapp,30,4,1.0,False,0,
232,SR0000236,1,3,Housekeeping,Late checkout clean,housekeeping,2025-04-14,2025-04-14,17,afternoon,P2,closed,front_desk,90,63,11.0,False,0,
233,SR0000237,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-04-23,2025-04-23,18,evening,P3,closed,phone,45,5,1.0,False,0,5.0
234,SR0000238,1,1,Housekeeping,Room not cleaned,housekeeping,2025-05-21,2025-05-21,12,afternoon,P2,closed,whatsapp,60,27,9.0,False,0,
235,SR0000239,1,8,Front Desk,Late check-in,front_office,2025-06-04,2025-06-04,12,afternoon,P2,closed,phone,30,12,1.0,False,0,5.0
236,SR0000240,1,10,Billing,Incorrect folio,front_office,2025-06-05,2025-06-05,16,afternoon,P2,closed,phone,240,86,16.0,False,0,
237,SR0000241,1,6,Maintenance,Wi-Fi down,maintenance,2025-06-12,2025-06-12,11,morning,P1,closed,whatsapp,60,57,14.0,False,0,
238,SR0000242,1,4,Maintenance,AC not cooling,maintenance,2025-06-22,2025-06-22,19,evening,P1,closed,front_desk,120,98,18.0,False,0,
239,SR0000243,1,3,Housekeeping,Late checkout clean,housekeeping,2025-06-26,2025-06-26,19,evening,P2,closed,whatsapp,90,91,31.0,True,0,
240,SR0000244,1,5,Maintenance,Hot water,maintenance,2025-07-02,2025-07-03,23,evening,P1,closed,phone,90,57,7.0,False,0,4.0
241,SR0000245,1,7,Maintenance,Plumbing,maintenance,2025-07-04,2025-07-04,11,morning,P2,closed,front_desk,180,78,13.0,False,0,
242,SR0000246,1,9,Front Desk,Key/access issue,front_office,2025-07-13,2025-07-13,17,afternoon,P1,closed,whatsapp,30,10,1.0,False,0,5.0
243,SR0000247,1,3,Housekeeping,Late checkout clean,housekeeping,2025-08-02,2025-08-02,15,afternoon,P2,closed,whatsapp,90,44,13.0,False,0,
244,SR0000248,1,7,Maintenance,Plumbing,maintenance,2025-08-11,2025-08-11,17,afternoon,P2,closed,phone,180,80,28.0,False,0,
245,SR0000249,1,3,Housekeeping,Late checkout clean,housekeeping,2025-08-12,2025-08-12,3,overnight,P2,closed,phone,90,33,10.0,False,0,5.0
246,SR0000250,1,5,Maintenance,Hot water,maintenance,2025-08-30,2025-08-30,17,afternoon,P1,closed,phone,90,66,9.0,False,0,4.0
247,SR0000251,1,4,Maintenance,AC not cooling,maintenance,2025-09-05,2025-09-05,17,afternoon,P1,closed,front_desk,120,23,8.0,False,0,
248,SR0000252,1,4,Maintenance,AC not cooling,maintenance,2025-09-11,2025-09-11,15,afternoon,P1,closed,front_desk,120,51,10.0,False,0,
249,SR0000253,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-09-25,2025-09-25,12,afternoon,P3,closed,app,45,4,1.0,False,0,5.0
250,SR0000254,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-10-29,2025-10-29,14,afternoon,P3,closed,email,45,46,17.0,True,0,
251,SR0000255,1,10,Billing,Incorrect folio,front_office,2025-11-09,2025-11-09,10,morning,P2,closed,front_desk,240,83,14.0,False,0,
252,SR0000256,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-11-11,2025-11-11,18,evening,P3,closed,whatsapp,45,52,6.0,True,0,4.0
253,SR0000257,1,4,Maintenance,AC not cooling,maintenance,2025-11-30,2025-11-30,9,morning,P1,closed,whatsapp,120,37,9.0,False,0,
254,SR0000258,1,6,Maintenance,Wi-Fi down,maintenance,2025-12-01,2025-12-01,15,afternoon,P1,closed,whatsapp,60,56,19.0,False,0,5.0
255,SR0000259,1,1,Housekeeping,Room not cleaned,housekeeping,2025-12-08,2025-12-08,20,evening,P2,closed,front_desk,60,7,1.0,False,0,
256,SR0000260,1,10,Billing,Incorrect folio,front_office,2025-12-12,2025-12-12,10,morning,P2,closed,phone,240,102,10.0,False,0,
257,SR0000261,1,9,Front Desk,Key/access issue,front_office,2025-12-14,2025-12-14,17,afternoon,P1,closed,app,30,36,12.0,True,0,2.0
258,SR0000262,1,3,Housekeeping,Late checkout clean,housekeeping,2025-12-15,2025-12-16,20,evening,P2,closed,phone,90,195,23.0,True,0,
259,SR0000263,1,8,Front Desk,Late check-in,front_office,2026-01-05,2026-01-05,21,evening,P2,closed,whatsapp,30,13,4.0,False,0,5.0
260,SR0000264,1,6,Maintenance,Wi-Fi down,maintenance,2026-01-20,2026-01-20,20,evening,P1,closed,phone,60,18,5.0,False,0,3.0
261,SR0000265,1,9,Front Desk,Key/access issue,front_office,2026-02-06,2026-02-07,23,evening,P1,closed,front_desk,30,49,10.0,True,0,5.0
262,SR0000266,1,4,Maintenance,AC not cooling,maintenance,2026-03-01,2026-03-01,13,afternoon,P1,closed,whatsapp,120,88,18.0,False,0,
263,SR0000267,1,9,Front Desk,Key/access issue,front_office,2026-03-18,2026-03-18,13,afternoon,P1,closed,app,30,8,1.0,False,0,5.0
264,SR0000268,1,6,Maintenance,Wi-Fi down,maintenance,2026-03-23,2026-03-23,10,morning,P1,closed,phone,60,36,3.0,False,0,5.0
265,SR0000269,1,3,Housekeeping,Late checkout clean,housekeeping,2026-04-10,2026-04-10,10,morning,P2,closed,whatsapp,90,99,27.0,True,0,4.0
266,SR0000270,1,6,Maintenance,Wi-Fi down,maintenance,2026-05-12,2026-05-12,19,evening,P1,closed,phone,60,31,2.0,False,0,5.0
267,SR0000271,1,6,Maintenance,Wi-Fi down,maintenance,2026-05-28,2026-05-28,13,afternoon,P1,closed,app,60,23,5.0,False,0,4.0
268,SR0000272,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-05-29,2026-05-29,14,afternoon,P3,closed,whatsapp,45,4,1.0,False,0,
269,SR0000273,1,5,Maintenance,Hot water,maintenance,2026-06-08,2026-06-08,12,afternoon,P1,closed,front_desk,90,72,18.0,False,1,5.0
270,SR0000274,1,10,Billing,Incorrect folio,front_office,2026-06-12,2026-06-12,8,morning,P2,closed,front_desk,240,224,40.0,False,0,
271,SR0000275,1,3,Housekeeping,Late checkout clean,housekeeping,2026-06-25,2026-06-25,20,evening,P2,closed,whatsapp,90,61,16.0,False,0,
272,SR0000276,1,6,Maintenance,Wi-Fi down,maintenance,2026-07-04,2026-07-04,9,morning,P1,closed,whatsapp,60,22,4.0,False,0,4.0
273,SR0000277,1,9,Front Desk,Key/access issue,front_office,2026-07-08,2026-07-08,15,afternoon,P1,closed,app,30,6,1.0,False,0,
274,SR0000278,1,1,Housekeeping,Room not cleaned,housekeeping,2026-07-09,2026-07-09,15,afternoon,P2,closed,whatsapp,60,46,6.0,False,0,
275,SR0000279,1,1,Housekeeping,Room not cleaned,housekeeping,2026-08-06,2026-08-06,13,afternoon,P2,closed,phone,60,9,1.0,False,0,
276,SR0000280,1,3,Housekeeping,Late checkout clean,housekeeping,2025-02-07,2025-02-07,13,afternoon,P2,closed,phone,90,83,12.0,False,0,
277,SR0000281,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-02-09,2025-02-09,13,afternoon,P3,closed,whatsapp,45,17,6.0,False,0,
278,SR0000282,1,8,Front Desk,Late check-in,front_office,2025-02-15,2025-02-15,9,morning,P2,closed,app,30,14,4.0,False,0,4.0
279,SR0000283,1,9,Front Desk,Key/access issue,front_office,2025-02-17,2025-02-17,17,afternoon,P1,closed,email,30,17,3.0,False,0,
280,SR0000284,1,9,Front Desk,Key/access issue,front_office,2025-02-25,2025-02-25,5,overnight,P1,closed,whatsapp,30,15,5.0,False,0,5.0
281,SR0000285,1,1,Housekeeping,Room not cleaned,housekeeping,2025-03-03,2025-03-03,20,evening,P2,closed,whatsapp,60,18,2.0,False,0,
282,SR0000286,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-03-06,2025-03-06,7,morning,P3,closed,front_desk,45,19,5.0,False,0,4.0
283,SR0000287,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-03-12,2025-03-12,16,afternoon,P3,closed,front_desk,45,12,2.0,False,0,3.0
284,SR0000288,1,4,Maintenance,AC not cooling,maintenance,2025-03-27,2025-03-27,18,evening,P1,closed,phone,120,107,23.0,False,0,
285,SR0000289,1,3,Housekeeping,Late checkout clean,housekeeping,2025-03-30,2025-03-31,23,evening,P2,closed,whatsapp,90,110,38.0,True,0,
286,SR0000290,1,4,Maintenance,AC not cooling,maintenance,2025-04-14,2025-04-14,13,afternoon,P1,closed,whatsapp,120,113,19.0,False,0,
287,SR0000291,1,4,Maintenance,AC not cooling,maintenance,2025-04-15,2025-04-15,14,afternoon,P1,closed,whatsapp,120,106,13.0,False,0,
288,SR0000292,1,1,Housekeeping,Room not cleaned,housekeeping,2025-05-01,2025-05-01,13,afternoon,P2,closed,phone,60,24,3.0,False,0,
289,SR0000293,1,8,Front Desk,Late check-in,front_office,2025-05-11,2025-05-11,16,afternoon,P2,closed,front_desk,30,23,8.0,False,0,5.0
290,SR0000294,1,6,Maintenance,Wi-Fi down,maintenance,2025-05-18,2025-05-18,7,morning,P1,closed,app,60,22,4.0,False,0,5.0
291,SR0000295,1,4,Maintenance,AC not cooling,maintenance,2025-07-11,2025-07-11,16,afternoon,P1,closed,front_desk,120,4,1.0,False,0,5.0
292,SR0000296,1,10,Billing,Incorrect folio,front_office,2025-07-17,2025-07-17,19,evening,P2,closed,app,240,143,52.0,False,0,5.0
293,SR0000297,1,8,Front Desk,Late check-in,front_office,2025-07-18,2025-07-18,19,evening,P2,closed,whatsapp,30,4,1.0,False,0,3.0
294,SR0000298,1,9,Front Desk,Key/access issue,front_office,2025-08-06,2025-08-06,18,evening,P1,closed,whatsapp,30,4,1.0,False,0,
295,SR0000299,1,3,Housekeeping,Late checkout clean,housekeeping,2025-08-09,2025-08-09,16,afternoon,P2,closed,whatsapp,90,55,14.0,False,0,
296,SR0000300,1,7,Maintenance,Plumbing,maintenance,2025-08-15,2025-08-15,13,afternoon,P2,closed,whatsapp,180,92,34.0,False,0,
297,SR0000301,1,9,Front Desk,Key/access issue,front_office,2025-09-01,2025-09-01,18,evening,P1,closed,email,30,4,1.0,False,1,5.0
298,SR0000302,1,5,Maintenance,Hot water,maintenance,2025-09-29,2025-09-29,15,afternoon,P1,closed,front_desk,90,74,20.0,False,0,5.0
299,SR0000303,1,1,Housekeeping,Room not cleaned,housekeeping,2025-10-03,2025-10-03,14,afternoon,P2,closed,front_desk,60,11,4.0,False,0,
300,SR0000304,1,5,Maintenance,Hot water,maintenance,2025-10-04,2025-10-04,20,evening,P1,closed,front_desk,90,21,3.0,False,0,5.0
301,SR0000305,1,3,Housekeeping,Late checkout clean,housekeeping,2025-10-07,2025-10-07,13,afternoon,P2,closed,app,90,53,12.0,False,0,
302,SR0000306,1,4,Maintenance,AC not cooling,maintenance,2025-10-15,2025-10-15,15,afternoon,P1,closed,app,120,67,10.0,False,0,5.0
303,SR0000307,1,4,Maintenance,AC not cooling,maintenance,2025-10-21,2025-10-21,17,afternoon,P1,closed,whatsapp,120,131,48.0,True,0,1.0
304,SR0000308,1,7,Maintenance,Plumbing,maintenance,2025-10-25,2025-10-25,17,afternoon,P2,closed,phone,180,128,10.0,False,0,
305,SR0000309,1,10,Billing,Incorrect folio,front_office,2025-10-29,2025-10-30,20,evening,P2,closed,app,240,265,44.0,True,0,3.0
306,SR0000310,1,10,Billing,Incorrect folio,front_office,2025-11-06,2025-11-06,17,afternoon,P2,closed,phone,240,117,34.0,False,0,4.0
307,SR0000311,1,10,Billing,Incorrect folio,front_office,2025-11-10,2025-11-10,11,morning,P2,closed,whatsapp,240,75,17.0,False,0,5.0
308,SR0000312,1,10,Billing,Incorrect folio,front_office,2025-11-14,2025-11-14,22,evening,P2,closed,front_desk,240,28,7.0,False,1,
309,SR0000313,1,10,Billing,Incorrect folio,front_office,2025-12-07,2025-12-07,20,evening,P2,closed,whatsapp,240,134,43.0,False,0,
310,SR0000314,1,10,Billing,Incorrect folio,front_office,2025-12-08,2025-12-08,17,afternoon,P2,closed,front_desk,240,240,89.0,False,0,5.0
311,SR0000315,1,8,Front Desk,Late check-in,front_office,2025-12-12,2025-12-12,13,afternoon,P2,closed,app,30,5,1.0,False,0,
312,SR0000316,1,4,Maintenance,AC not cooling,maintenance,2025-12-14,2025-12-14,10,morning,P1,closed,whatsapp,120,53,6.0,False,1,
313,SR0000317,1,5,Maintenance,Hot water,maintenance,2026-01-05,2026-01-05,18,evening,P1,closed,whatsapp,90,31,11.0,False,0,4.0
314,SR0000318,1,7,Maintenance,Plumbing,maintenance,2026-01-07,2026-01-08,23,evening,P2,closed,whatsapp,180,261,88.0,True,0,
315,SR0000319,1,5,Maintenance,Hot water,maintenance,2026-01-13,2026-01-13,13,afternoon,P1,closed,phone,90,8,2.0,False,0,
316,SR0000320,1,4,Maintenance,AC not cooling,maintenance,2026-02-04,2026-02-04,9,morning,P1,closed,whatsapp,120,17,5.0,False,0,
317,SR0000321,1,3,Housekeeping,Late checkout clean,housekeeping,2026-02-05,2026-02-05,10,morning,P2,closed,whatsapp,90,22,5.0,False,0,4.0
318,SR0000322,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-02-07,2026-02-07,10,morning,P3,closed,app,45,4,1.0,False,0,
319,SR0000323,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-02-17,2026-02-17,14,afternoon,P3,closed,front_desk,45,45,10.0,False,0,4.0
320,SR0000324,1,6,Maintenance,Wi-Fi down,maintenance,2026-03-25,2026-03-25,16,afternoon,P1,closed,whatsapp,60,17,3.0,False,0,5.0
321,SR0000325,1,9,Front Desk,Key/access issue,front_office,2026-03-30,2026-03-30,22,evening,P1,closed,whatsapp,30,10,1.0,False,0,
322,SR0000326,1,9,Front Desk,Key/access issue,front_office,2026-04-05,2026-04-05,7,morning,P1,closed,app,30,8,1.0,False,0,
323,SR0000327,1,10,Billing,Incorrect folio,front_office,2026-04-20,2026-04-20,17,afternoon,P2,closed,phone,240,239,72.0,False,0,
324,SR0000328,1,10,Billing,Incorrect folio,front_office,2026-04-23,2026-04-24,21,evening,P2,closed,front_desk,240,255,39.0,True,1,
325,SR0000329,1,4,Maintenance,AC not cooling,maintenance,2026-05-11,2026-05-11,7,morning,P1,closed,whatsapp,120,13,4.0,False,0,
326,SR0000330,1,3,Housekeeping,Late checkout clean,housekeeping,2026-06-17,2026-06-17,7,morning,P2,closed,app,90,33,6.0,False,0,5.0
327,SR0000331,1,3,Housekeeping,Late checkout clean,housekeeping,2026-06-29,2026-06-29,16,afternoon,P2,closed,app,90,110,42.0,True,0,
328,SR0000332,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-06-30,2026-06-30,23,evening,P3,closed,whatsapp,45,8,1.0,False,0,
329,SR0000333,1,7,Maintenance,Plumbing,maintenance,2026-07-08,2026-07-09,23,evening,P2,closed,phone,180,393,74.0,True,0,
330,SR0000334,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-08-10,2026-08-10,5,overnight,P3,closed,whatsapp,45,58,14.0,True,0,2.0
331,SR0000335,1,9,Front Desk,Key/access issue,front_office,2025-02-04,2025-02-04,13,afternoon,P1,closed,app,30,13,2.0,False,0,
332,SR0000336,1,6,Maintenance,Wi-Fi down,maintenance,2025-02-12,2025-02-12,14,afternoon,P1,closed,front_desk,60,40,14.0,False,0,4.0
333,SR0000337,1,6,Maintenance,Wi-Fi down,maintenance,2025-03-10,2025-03-10,12,afternoon,P1,closed,whatsapp,60,34,10.0,False,0,
334,SR0000338,1,1,Housekeeping,Room not cleaned,housekeeping,2025-03-15,2025-03-15,22,evening,P2,closed,front_desk,60,25,5.0,False,0,
335,SR0000339,1,9,Front Desk,Key/access issue,front_office,2025-04-13,2025-04-13,16,afternoon,P1,closed,phone,30,10,2.0,False,0,
336,SR0000340,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-04-14,2025-04-14,17,afternoon,P3,closed,app,45,53,4.0,True,0,
337,SR0000341,1,10,Billing,Incorrect folio,front_office,2025-05-03,2025-05-03,18,evening,P2,closed,front_desk,240,90,27.0,False,0,2.0
338,SR0000342,1,4,Maintenance,AC not cooling,maintenance,2025-05-18,2025-05-18,13,afternoon,P1,closed,app,120,104,37.0,False,0,3.0
339,SR0000343,1,3,Housekeeping,Late checkout clean,housekeeping,2025-06-19,2025-06-19,21,evening,P2,closed,phone,90,4,1.0,False,0,
340,SR0000344,1,5,Maintenance,Hot water,maintenance,2025-08-03,2025-08-03,14,afternoon,P1,closed,app,90,70,6.0,False,0,
341,SR0000345,1,6,Maintenance,Wi-Fi down,maintenance,2025-08-26,2025-08-26,12,afternoon,P1,closed,whatsapp,60,33,11.0,False,0,4.0
342,SR0000346,1,8,Front Desk,Late check-in,front_office,2025-09-04,2025-09-04,9,morning,P2,closed,whatsapp,30,23,5.0,False,0,
343,SR0000347,1,7,Maintenance,Plumbing,maintenance,2025-09-08,2025-09-08,15,afternoon,P2,closed,email,180,216,61.0,True,0,
344,SR0000348,1,6,Maintenance,Wi-Fi down,maintenance,2025-09-17,2025-09-17,15,afternoon,P1,closed,whatsapp,60,15,2.0,False,0,3.0
345,SR0000349,1,5,Maintenance,Hot water,maintenance,2025-09-30,2025-09-30,8,morning,P1,closed,whatsapp,90,137,23.0,True,0,3.0
