payment_key,payment_id,booking_key,payment_date,settlement_date,method,gross_amount_inr,gateway_fee_inr,gst_on_fee_inr,net_credited_inr,status,is_orphan_reference
258,PAY0000258,305.0,2025-02-16,2025-02-18,card,6522.85,130.46,23.48,6368.91,settled,False
259,PAY0000259,306.0,2025-03-09,2025-03-16,ota_collect,1048.17,20.96,3.77,1023.44,settled,False
260,PAY0000260,307.0,2025-03-02,2025-04-01,upi,8780.26,175.61,31.61,8573.04,settled,False
261,PAY0000261,308.0,2025-03-08,2025-03-10,card,3451.34,69.03,12.43,3369.88,settled,False
262,PAY0000262,309.0,2025-03-07,2025-04-06,upi,14309.24,286.18,51.51,13971.55,settled,False
263,PAY0000263,310.0,2025-03-06,2025-03-21,upi,21125.88,422.52,76.05,20627.31,settled,False
264,PAY0000264,311.0,2025-03-03,2025-03-12,upi,46829.17,936.58,168.58,45724.01,settled,False
265,PAY0000265,312.0,2025-03-09,2025-03-18,card,8379.60,167.59,30.17,8181.84,settled,False
266,PAY0000266,313.0,2025-03-07,2025-03-09,cash,27277.13,0.00,0.00,27277.13,settled,False
267,PAY0000267,314.0,2025-03-06,2025-03-15,ota_collect,10420.26,208.41,37.51,10174.34,settled,False
268,PAY0000268,315.0,2025-03-10,2025-03-17,upi,1095.25,21.91,3.94,1069.40,settled,False
269,PAY0000269,316.0,2025-03-06,2025-03-21,upi,3545.51,70.91,12.76,3461.84,settled,False
270,PAY0000270,318.0,2025-03-08,2025-03-17,ota_collect,4107.48,82.15,14.79,4010.54,settled,False
271,PAY0000271,319.0,2025-03-06,2025-03-21,card,4292.09,85.84,15.45,4190.80,settled,False
272,PAY0000272,320.0,2025-03-12,2025-03-19,netbanking,2280.63,45.61,8.21,2226.81,settled,False
273,PAY0000273,321.0,2025-03-02,2025-03-11,card,15695.15,313.90,56.50,15324.75,settled,False
274,PAY0000274,322.0,2025-03-02,2025-03-04,ota_collect,4093.04,81.86,14.73,3996.45,settled,False
275,PAY0000275,323.0,2025-02-25,2025-03-12,upi,4693.19,93.86,16.89,4582.44,settled,False
276,PAY0000276,324.0,2025-03-09,2025-04-08,upi,24685.45,493.71,88.87,24102.87,settled,False
277,PAY0000277,325.0,2025-03-03,2025-04-02,card,78220.31,1564.41,281.59,76374.31,settled,False
278,PAY0000278,326.0,2025-03-12,2025-03-27,ota_collect,6966.74,139.33,25.08,6802.33,settled,False
279,PAY0000279,327.0,2025-02-04,2025-02-13,card,3866.29,77.33,13.92,3775.04,settled,False
280,PAY0000280,328.0,2025-01-24,2025-02-23,upi,3390.60,67.81,12.21,3310.58,settled,False
281,PAY0000281,329.0,2025-02-16,2025-02-25,cash,11122.32,0.00,0.00,11122.32,settled,False
282,PAY0000282,330.0,2025-02-07,2025-02-08,wallet,24696.54,493.93,88.91,24113.70,settled,False
283,PAY0000283,331.0,2025-03-11,2025-03-13,card,10659.44,213.19,38.37,10407.88,settled,False
284,PAY0000284,332.0,2025-03-03,2025-03-12,cash,13003.23,0.00,0.00,13003.23,settled,False
285,PAY0000285,334.0,2025-03-11,2025-04-10,ota_collect,8745.40,174.91,31.48,8539.01,settled,False
286,PAY0000286,336.0,2025-03-04,2025-03-05,ota_collect,51324.00,1026.48,184.77,50112.75,settled,False
287,PAY0000287,337.0,2025-03-12,2025-03-27,ota_collect,6156.82,123.14,22.17,6011.51,settled,False
288,PAY0000288,339.0,2025-03-12,2025-04-11,upi,63238.80,1264.78,227.66,61746.36,settled,False
289,PAY0000289,341.0,2025-03-07,2025-03-09,netbanking,16898.05,337.96,60.83,16499.26,settled,False
290,PAY0000290,342.0,2025-02-27,2025-03-29,upi,12958.98,259.18,46.65,12653.15,settled,False
291,PAY0000291,344.0,2025-03-05,2025-03-14,netbanking,8765.36,175.31,31.56,8558.49,settled,False
292,PAY0000292,345.0,2025-03-10,2025-03-25,ota_collect,3434.30,68.69,12.36,3353.25,settled,False
293,PAY0000293,347.0,2025-03-12,2025-03-14,ota_collect,17318.45,346.37,62.35,16909.73,settled,False
294,PAY0000294,348.0,2025-03-11,2025-03-13,upi,12184.74,243.69,43.86,11897.19,settled,False
295,PAY0000295,351.0,2025-03-15,2025-03-15,upi,10158.48,203.17,36.57,9918.74,settled,False
296,PAY0000296,352.0,2025-03-13,2025-03-22,upi,9368.30,187.37,33.73,9147.20,settled,False
297,PAY0000297,353.0,2025-03-15,2025-03-22,ota_collect,1097.52,21.95,3.95,1071.62,settled,False
298,PAY0000298,354.0,2025-03-15,2025-03-22,upi,1188.54,23.77,4.28,1160.49,settled,False
299,PAY0000299,355.0,2025-03-16,2025-03-23,upi,1192.20,23.84,4.29,1164.07,settled,False
300,PAY0000300,356.0,2025-03-14,2025-04-13,wallet,34953.20,699.06,125.83,34128.31,settled,False
301,PAY0000301,357.0,2025-03-17,2025-03-24,upi,985.49,19.71,3.55,962.23,settled,False
302,PAY0000302,358.0,2025-03-11,2025-04-10,upi,12386.67,247.73,44.59,12094.35,settled,False
303,PAY0000303,359.0,2025-03-13,2025-03-28,upi,14691.00,293.82,52.89,14344.29,settled,False
304,PAY0000304,360.0,2025-03-16,2025-03-16,upi,8441.79,168.84,30.39,8242.56,settled,False
305,PAY0000305,362.0,2025-03-09,2025-03-18,ota_collect,4096.22,81.92,14.75,3999.55,settled,False
306,PAY0000306,363.0,2024-12-29,2024-12-30,ota_collect,45505.44,910.11,163.82,44431.51,settled,False
307,PAY0000307,364.0,2025-03-11,2025-03-12,ota_collect,5259.08,105.18,18.93,5134.97,settled,False
308,PAY0000308,365.0,2025-03-16,2025-03-16,upi,8240.36,164.81,29.67,8045.88,settled,False
309,PAY0000309,366.0,2025-02-27,2025-03-29,ota_collect,3373.01,67.46,12.14,3293.41,settled,False
310,PAY0000310,367.0,2025-03-17,2025-03-24,cash,1521.37,0.00,0.00,1521.37,settled,False
311,PAY0000311,369.0,2025-03-09,2025-03-18,upi,3335.04,66.70,12.01,3256.33,settled,False
312,PAY0000312,370.0,2025-03-10,2025-03-19,upi,7298.05,145.96,26.27,7125.82,settled,False
313,PAY0000313,371.0,2025-03-15,2025-04-14,upi,6225.21,124.50,22.41,6078.30,settled,False
314,PAY0000314,373.0,2025-03-10,2025-03-11,upi,7002.68,140.05,25.21,6837.42,settled,False
315,PAY0000315,374.0,2025-03-11,2025-03-12,upi,16233.90,324.68,58.44,15850.78,settled,False
316,PAY0000316,375.0,2025-02-25,2025-02-26,ota_collect,6365.29,127.31,22.92,6215.06,settled,False
317,PAY0000317,376.0,2025-03-16,2025-03-18,upi,4275.77,85.52,15.39,4174.86,settled,False
318,PAY0000318,377.0,2025-03-10,2025-04-09,card,15025.00,300.50,54.09,14670.41,settled,False
319,PAY0000319,378.0,2025-02-24,2025-02-25,upi,12708.36,254.17,45.75,12408.44,settled,False
320,PAY0000320,379.0,2025-03-16,2025-04-15,ota_collect,13631.78,272.64,49.08,13310.06,settled,False
321,PAY0000321,380.0,2025-03-16,2025-03-23,wallet,1507.04,30.14,5.43,1471.47,settled,False
322,PAY0000322,381.0,2025-03-18,2025-03-25,ota_collect,2242.39,44.85,8.07,2189.47,settled,False
323,PAY0000323,382.0,2025-03-04,2025-03-19,ota_collect,3422.69,68.45,12.32,3341.92,settled,False
324,PAY0000324,383.0,2025-03-07,2025-03-22,upi,3860.94,77.22,13.90,3769.82,settled,False
325,PAY0000325,384.0,2025-01-14,2025-01-15,upi,17539.96,350.80,63.14,17126.02,settled,False
326,PAY0000326,386.0,2025-03-15,2025-03-30,netbanking,13163.51,263.27,47.39,12852.85,settled,False
327,PAY0000327,387.0,2025-03-15,2025-03-30,card,10083.02,201.66,36.30,9845.06,settled,False
328,PAY0000328,388.0,2025-03-02,2025-03-04,wallet,16351.80,327.04,58.87,15965.89,settled,False
329,PAY0000329,389.0,2025-02-12,2025-02-14,ota_collect,46821.94,936.44,168.56,45716.94,settled,False
330,PAY0000330,390.0,2025-03-16,2025-04-15,ota_collect,5612.94,112.26,20.21,5480.47,settled,False
331,PAY0000331,391.0,2025-03-14,2025-04-13,cash,7068.06,0.00,0.00,7068.06,settled,False
332,PAY0000332,392.0,2025-03-18,2025-03-20,upi,13455.03,269.10,48.44,13137.49,settled,False
333,PAY0000333,393.0,2025-03-13,2025-03-22,wallet,12697.66,253.95,45.71,12398.00,settled,False
334,PAY0000334,394.0,2025-01-13,2025-02-12,card,9084.34,181.69,32.70,8869.95,settled,False
335,PAY0000335,395.0,2025-03-02,2025-03-11,ota_collect,6873.30,137.47,24.74,6711.09,settled,False
336,PAY0000336,396.0,2025-03-20,2025-04-04,ota_collect,4679.72,93.59,16.85,4569.28,settled,False
337,PAY0000337,398.0,2025-03-18,2025-03-25,upi,905.01,18.10,3.26,883.65,settled,False
338,PAY0000338,400.0,2025-03-15,2025-04-14,ota_collect,6554.62,131.09,23.60,6399.93,settled,False
339,PAY0000339,401.0,2025-03-08,2025-03-23,upi,10919.10,218.38,39.31,10661.41,settled,False
340,PAY0000340,402.0,2025-03-17,2025-04-01,ota_collect,6919.08,138.38,24.91,6755.79,settled,False
341,PAY0000341,403.0,2025-03-08,2025-04-07,ota_collect,4939.95,98.80,17.78,4823.37,settled,False
342,PAY0000342,404.0,2025-03-14,2025-04-13,upi,7689.04,153.78,27.68,7507.58,settled,False
343,PAY0000343,407.0,2025-03-21,2025-03-28,card,1262.15,25.24,4.54,1232.37,settled,False
344,PAY0000344,408.0,2025-02-26,2025-03-13,upi,21169.93,423.40,76.21,20670.32,settled,False
345,PAY0000345,409.0,2025-03-05,2025-03-07,upi,6589.98,131.80,23.72,6434.46,settled,False
346,PAY0000346,410.0,2025-03-21,2025-03-28,ota_collect,1289.15,25.78,4.64,1258.73,settled,False
347,PAY0000347,411.0,2025-03-15,2025-03-16,card,50464.67,1009.29,181.67,49273.71,settled,False
348,PAY0000348,412.0,2025-03-21,2025-03-28,ota_collect,1805.66,36.11,6.50,1763.05,settled,False
349,PAY0000349,413.0,2025-03-13,2025-03-28,netbanking,4132.65,82.65,14.88,4035.12,settled,False
350,PAY0000350,414.0,2025-03-16,2025-03-18,ota_collect,10629.10,212.58,38.26,10378.26,settled,False
351,PAY0000351,416.0,2025-03-16,2025-03-25,card,13931.03,278.62,50.15,13602.26,settled,False
352,PAY0000352,417.0,2025-03-17,2025-04-16,upi,26500.12,530.00,95.40,25874.72,settled,False
353,PAY0000353,418.0,2025-03-15,2025-03-17,ota_collect,10237.31,204.75,36.85,9995.71,settled,False
354,PAY0000354,419.0,2025-03-09,2025-03-24,ota_collect,19469.25,389.38,70.09,19009.78,settled,False
355,PAY0000355,420.0,2025-03-21,2025-03-21,netbanking,4100.38,82.01,14.76,4003.61,settled,False
356,PAY0000356,421.0,2025-02-24,2025-03-26,ota_collect,4425.66,88.51,15.93,4321.22,settled,False
357,PAY0000357,422.0,2025-03-06,2025-04-05,upi,8507.38,170.15,30.63,8306.60,settled,False
358,PAY0000358,423.0,2025-03-21,2025-04-20,upi,81357.72,1627.15,292.89,79437.68,settled,False
359,PAY0000359,424.0,2025-03-15,2025-03-24,card,3929.62,78.59,14.15,3836.88,settled,False
360,PAY0000360,427.0,2025-03-20,2025-03-29,card,4202.48,84.05,15.13,4103.30,settled,False
361,PAY0000361,429.0,2025-03-15,2025-03-17,ota_collect,26224.55,524.49,94.41,25605.65,settled,False
362,PAY0000362,430.0,2025-03-24,2025-03-31,upi,1986.91,39.74,7.15,1940.02,settled,False
363,PAY0000363,431.0,2025-03-18,2025-04-17,ota_collect,12875.07,257.50,46.35,12571.22,settled,False
364,PAY0000364,432.0,2025-03-17,2025-04-16,upi,7394.56,147.89,26.62,7220.05,settled,False
365,PAY0000365,433.0,2025-03-22,2025-04-21,card,19544.85,390.90,70.36,19083.59,settled,False
366,PAY0000366,434.0,2025-03-17,2025-03-26,upi,6456.74,129.13,23.24,6304.37,settled,False
367,PAY0000367,435.0,2025-03-19,2025-03-21,card,3159.19,63.18,11.37,3084.64,settled,False
368,PAY0000368,436.0,2025-03-20,2025-04-04,upi,23772.00,475.44,85.58,23210.98,settled,False
369,PAY0000369,437.0,2025-03-22,2025-03-31,upi,4366.07,87.32,15.72,4263.03,settled,False
370,PAY0000370,438.0,2025-03-25,2025-04-24,ota_collect,20203.80,404.08,72.73,19726.99,settled,False
371,PAY0000371,439.0,2025-02-19,2025-03-21,upi,14182.76,283.66,51.06,13848.04,settled,False
372,PAY0000372,440.0,2025-03-23,2025-03-30,ota_collect,1494.22,29.88,5.38,1458.96,settled,False
373,PAY0000373,441.0,2025-01-12,2025-01-27,upi,4634.51,92.69,16.68,4525.14,settled,False
374,PAY0000374,443.0,2025-03-21,2025-04-20,card,84795.66,1695.91,305.26,82794.49,settled,False
375,PAY0000375,444.0,2025-03-24,2025-03-31,upi,2152.69,43.05,7.75,2101.89,settled,False
376,PAY0000376,445.0,2025-03-24,2025-03-26,upi,6961.50,139.23,25.06,6797.21,settled,False
377,PAY0000377,447.0,2025-03-24,2025-03-31,card,1042.46,20.85,3.75,1017.86,settled,False
378,PAY0000378,448.0,2025-03-05,2025-03-06,ota_collect,15558.24,311.16,56.01,15191.07,settled,False
379,PAY0000379,449.0,2025-03-08,2025-03-17,ota_collect,4449.61,88.99,16.02,4344.60,settled,False
380,PAY0000380,450.0,2025-02-13,2025-02-22,wallet,8617.61,172.35,31.02,8414.24,settled,False
381,PAY0000381,451.0,2025-03-20,2025-03-22,cash,8547.26,0.00,0.00,8547.26,settled,False
382,PAY0000382,453.0,2025-03-20,2025-04-19,netbanking,51992.41,1039.85,187.17,50765.39,settled,False
383,PAY0000383,455.0,2025-03-24,2025-04-23,card,76219.29,1524.39,274.39,74420.51,settled,False
384,PAY0000384,456.0,2025-03-19,2025-04-18,ota_collect,15975.70,319.51,57.51,15598.68,settled,False
385,PAY0000385,457.0,2025-02-25,2025-02-26,upi,31074.78,621.50,111.87,30341.41,settled,False
386,PAY0000386,458.0,2025-02-15,2025-03-02,ota_collect,3597.82,71.96,12.95,3512.91,settled,False
387,PAY0000387,459.0,2025-03-25,2025-04-24,upi,4115.55,82.31,14.82,4018.42,settled,False
388,PAY0000388,460.0,2025-02-14,2025-02-15,ota_collect,14087.52,281.75,50.71,13755.06,settled,False
389,PAY0000389,461.0,2025-03-22,2025-03-24,upi,5060.30,101.21,18.22,4940.87,settled,False
390,PAY0000390,462.0,2025-03-24,2025-03-26,upi,3485.32,69.71,12.55,3403.06,settled,False
391,PAY0000391,463.0,2025-03-16,2025-03-25,ota_collect,6991.52,139.83,25.17,6826.52,settled,False
392,PAY0000392,465.0,2025-03-06,2025-03-07,ota_collect,18511.30,370.23,66.64,18074.43,settled,False
393,PAY0000393,466.0,2025-03-27,2025-04-03,wallet,1294.24,25.88,4.66,1263.70,settled,False
394,PAY0000394,467.0,2024-12-22,2024-12-31,upi,14228.12,284.56,51.22,13892.34,settled,False
395,PAY0000395,468.0,2025-03-26,2025-04-02,ota_collect,1962.94,39.26,7.07,1916.61,settled,False
396,PAY0000396,469.0,2025-03-26,2025-04-02,ota_collect,996.71,19.93,3.59,973.19,settled,False
397,PAY0000397,470.0,2025-03-16,2025-03-31,ota_collect,3891.74,77.83,14.01,3799.90,settled,False
398,PAY0000398,471.0,2025-03-22,2025-04-06,ota_collect,4437.87,88.76,15.98,4333.13,settled,False
399,PAY0000399,472.0,2025-03-19,2025-03-20,wallet,33174.96,663.50,119.43,32392.03,settled,False
400,PAY0000400,,2025-03-27,2025-04-03,upi,908.59,18.17,3.27,887.15,settled,True
401,PAY0000401,474.0,2025-03-10,2025-03-11,ota_collect,8199.88,164.00,29.52,8006.36,settled,False
402,PAY0000402,475.0,2025-02-21,2025-02-22,upi,14079.38,281.59,50.69,13747.10,settled,False
403,PAY0000403,,2025-03-18,2025-03-27,upi,7530.26,150.61,27.11,7352.54,settled,True
404,PAY0000404,478.0,2025-03-19,2025-03-21,upi,16211.08,324.22,58.36,15828.50,settled,False
405,PAY0000405,479.0,2025-02-20,2025-03-01,card,7028.43,140.57,25.30,6862.56,settled,False
406,PAY0000406,481.0,2025-03-24,2025-04-23,upi,19771.50,395.43,71.18,19304.89,settled,False
407,PAY0000407,482.0,2025-03-21,2025-03-22,ota_collect,11715.70,234.31,42.18,11439.21,settled,False
408,PAY0000408,483.0,2025-02-27,2025-03-14,card,3241.52,64.83,11.67,3165.02,settled,False
409,PAY0000409,484.0,2025-03-28,2025-04-27,card,13273.04,265.46,47.78,12959.80,settled,False
410,PAY0000410,485.0,2025-03-28,2025-03-28,upi,4749.56,94.99,17.10,4637.47,settled,False
411,PAY0000411,486.0,2025-03-23,2025-04-07,card,18853.32,377.07,67.87,18408.38,settled,False
412,PAY0000412,488.0,2025-03-26,2025-04-04,card,3843.74,76.87,13.84,3753.03,settled,False
413,PAY0000413,489.0,2025-03-17,2025-03-19,netbanking,7477.88,149.56,26.92,7301.40,settled,False
414,PAY0000414,490.0,2025-03-07,2025-03-08,card,4491.68,89.83,16.17,4385.68,settled,False
415,PAY0000415,492.0,2025-03-29,2025-03-29,card,12094.47,241.89,43.54,11809.04,settled,False
416,PAY0000416,493.0,2025-03-18,2025-04-17,netbanking,12793.58,255.87,46.06,12491.65,settled,False
417,PAY0000417,494.0,2025-03-26,2025-04-10,card,12836.25,256.73,46.21,12533.31,settled,False
418,PAY0000418,495.0,2025-02-20,2025-03-01,ota_collect,7410.90,148.22,26.68,7236.00,settled,False
419,PAY0000419,496.0,2025-03-14,2025-03-29,upi,3840.20,76.80,13.82,3749.58,settled,False
420,PAY0000420,497.0,2025-03-19,2025-03-28,upi,7745.34,154.91,27.88,7562.55,settled,False
421,PAY0000421,498.0,2025-03-27,2025-04-26,upi,5000.88,100.02,18.00,4882.86,settled,False
422,PAY0000422,499.0,2025-03-23,2025-04-07,ota_collect,4312.21,86.24,15.52,4210.45,settled,False
423,PAY0000423,500.0,2025-03-21,2025-04-20,card,8474.69,169.49,30.51,8274.69,settled,False
424,PAY0000424,501.0,2025-03-24,2025-04-23,upi,3903.45,78.07,14.05,3811.33,settled,False
425,PAY0000425,502.0,2025-02-12,2025-02-21,ota_collect,3312.26,66.25,11.92,3234.09,settled,False
426,PAY0000426,503.0,2025-03-17,2025-04-01,upi,21404.79,428.10,77.06,20899.63,settled,False
427,PAY0000427,505.0,2025-03-25,2025-04-03,ota_collect,11819.23,236.38,42.55,11540.30,settled,False
428,PAY0000428,506.0,2025-03-29,2025-04-28,wallet,73245.26,1464.91,263.68,71516.67,settled,False
429,PAY0000429,508.0,2025-03-30,2025-04-29,upi,34751.20,695.02,125.10,33931.08,settled,False
430,PAY0000430,509.0,2025-03-17,2025-03-18,card,4187.92,83.76,15.08,4089.08,settled,False
431,PAY0000431,510.0,2025-03-18,2025-03-19,upi,5151.17,103.02,18.54,5029.61,settled,False
432,PAY0000432,511.0,2025-03-09,2025-03-24,card,13584.16,271.68,48.90,13263.58,settled,False
433,PAY0000433,512.0,2025-03-24,2025-03-25,upi,19190.70,383.81,69.09,18737.80,settled,False
434,PAY0000434,513.0,2025-03-30,2025-04-06,wallet,1137.88,22.76,4.10,1111.02,settled,False
435,PAY0000435,514.0,2025-02-07,2025-02-22,ota_collect,3336.00,66.72,12.01,3257.27,settled,False
436,PAY0000436,516.0,2025-03-29,2025-04-28,upi,70010.93,1400.22,252.04,68358.67,settled,False
437,PAY0000437,517.0,2025-03-29,2025-04-07,upi,5508.76,110.18,19.83,5378.75,settled,False
438,PAY0000438,518.0,2025-03-21,2025-04-20,ota_collect,7148.87,142.98,25.74,6980.15,settled,False
439,PAY0000439,519.0,2025-03-22,2025-03-23,card,9468.08,189.36,34.08,9244.64,settled,False
440,PAY0000440,521.0,2025-03-21,2025-04-05,upi,22613.95,452.28,81.41,22080.26,settled,False
441,PAY0000441,522.0,2025-03-30,2025-04-29,ota_collect,30333.33,606.67,109.20,29617.46,settled,False
442,PAY0000442,523.0,2025-03-30,2025-04-29,upi,10958.25,219.16,39.45,10699.64,settled,False
443,PAY0000443,524.0,2025-03-21,2025-03-30,ota_collect,44321.85,886.44,159.56,43275.85,settled,False
444,PAY0000444,525.0,2025-03-24,2025-04-08,card,23916.66,478.33,86.10,23352.23,settled,False
445,PAY0000445,526.0,2025-03-22,2025-03-31,card,4890.69,97.81,17.61,4775.27,settled,False
446,PAY0000446,528.0,2025-03-01,2025-03-10,wallet,3303.24,66.06,11.89,3225.29,settled,False
447,PAY0000447,529.0,2025-03-29,2025-04-28,wallet,44269.74,885.39,159.37,43224.98,settled,False
448,PAY0000448,530.0,2025-03-28,2025-04-27,upi,80166.60,1603.33,288.60,78274.67,settled,False
449,PAY0000449,531.0,2025-04-02,2025-05-02,upi,51396.19,1027.92,185.03,50183.24,settled,False
450,PAY0000450,532.0,2025-04-01,2025-04-16,card,19482.90,389.66,70.14,19023.10,settled,False
451,PAY0000451,533.0,2025-04-01,2025-04-10,card,18431.36,368.63,66.35,17996.38,settled,False
452,PAY0000452,534.0,2025-03-31,2025-04-02,upi,4390.31,87.81,15.81,4286.69,settled,False
453,PAY0000453,538.0,2025-03-27,2025-04-11,netbanking,5429.22,108.58,19.54,5301.10,settled,False
454,PAY0000454,539.0,2025-03-31,2025-04-02,upi,13668.02,273.36,49.20,13345.46,settled,False
455,PAY0000455,540.0,2025-04-03,2025-04-10,ota_collect,1274.32,25.49,4.59,1244.24,settled,False
456,PAY0000456,541.0,2025-03-30,2025-04-29,wallet,3758.45,75.17,13.53,3669.75,settled,False
457,PAY0000457,542.0,2025-03-13,2025-03-22,card,6323.42,126.47,22.76,6174.19,settled,False
458,PAY0000458,543.0,2025-04-03,2025-04-03,netbanking,8358.46,167.17,30.09,8161.20,settled,False
459,PAY0000459,544.0,2025-03-18,2025-03-19,ota_collect,21241.29,424.83,76.47,20739.99,settled,False
460,PAY0000460,545.0,2025-03-19,2025-04-18,ota_collect,6154.35,123.09,22.16,6009.10,settled,False
461,PAY0000461,546.0,2025-04-05,2025-04-12,card,1054.34,21.09,3.80,1029.45,settled,False
462,PAY0000462,547.0,2025-03-30,2025-04-29,ota_collect,31206.49,624.13,112.34,30470.02,settled,False
463,PAY0000463,548.0,2025-03-14,2025-03-29,upi,6259.11,125.18,22.53,6111.40,settled,False
464,PAY0000464,549.0,2025-03-12,2025-03-21,card,7435.36,148.71,26.77,7259.88,settled,False
465,PAY0000465,550.0,2025-03-29,2025-03-31,ota_collect,8590.22,171.80,30.92,8387.50,settled,False
466,PAY0000466,551.0,2025-04-02,2025-05-02,ota_collect,10694.73,213.89,38.50,10442.34,settled,False
467,PAY0000467,552.0,2025-04-06,2025-04-13,upi,1679.13,33.58,6.04,1639.51,settled,False
468,PAY0000468,553.0,2025-02-11,2025-02-12,netbanking,3227.12,64.54,11.62,3150.96,settled,False
469,PAY0000469,554.0,2025-03-28,2025-04-12,netbanking,10931.58,218.63,39.35,10673.60,settled,False
470,PAY0000470,556.0,2025-03-28,2025-04-27,upi,8162.20,163.24,29.38,7969.58,settled,False
471,PAY0000471,557.0,2025-04-03,2025-04-12,upi,21863.06,437.26,78.71,21347.09,settled,False
472,PAY0000472,558.0,2025-04-06,2025-05-06,netbanking,21775.50,435.51,78.39,21261.60,settled,False
473,PAY0000473,559.0,2025-04-04,2025-04-06,ota_collect,9692.19,193.84,34.89,9463.46,settled,False
474,PAY0000474,560.0,2025-04-07,2025-04-14,card,1724.77,34.50,6.21,1684.06,settled,False
475,PAY0000475,561.0,2025-03-29,2025-04-28,ota_collect,7877.49,157.55,28.36,7691.58,settled,False
476,PAY0000476,563.0,2025-04-06,2025-04-13,ota_collect,1073.56,21.47,3.86,1048.23,settled,False
477,PAY0000477,564.0,2025-04-05,2025-05-05,card,53280.60,1065.61,191.81,52023.18,settled,False
478,PAY0000478,565.0,2025-04-02,2025-04-17,card,8199.36,163.99,29.52,8005.85,settled,False
479,PAY0000479,566.0,2025-03-31,2025-04-09,card,11913.77,238.28,42.89,11632.60,settled,False
480,PAY0000480,569.0,2025-04-04,2025-04-05,wallet,9080.65,181.61,32.69,8866.35,settled,False
481,PAY0000481,570.0,2025-04-04,2025-05-04,ota_collect,36553.05,731.06,131.59,35690.40,settled,False
482,PAY0000482,571.0,2025-03-31,2025-04-15,cash,11907.18,0.00,0.00,11907.18,settled,False
483,PAY0000483,572.0,2025-04-07,2025-04-22,upi,17163.00,343.26,61.79,16757.95,settled,False
